"delta","theta","lowAlpha","highAlpha","lowBeta","highBeta","lowGamma","highGamma","classification","Theta_LowAlpha_Ratio","Theta_HighAlpha_Ratio","Delta_Theta_Ratio","Total_Alpha","Total_Beta","Total_Gamma","High_Low_Alpha_Diff","High_Low_Beta_Diff","High_Low_Gamma_Diff"
0.789202637634788,0.471341673397574,0.851984903630454,0.365825294107169,1,0.164401040609938,0.145335753176044,0.527965836355179,0,0.00619002635111619,0.0184009927317851,0.00554719542061314,1,1,0.544901396859958,0.259316926753416,0,0.543122716488087
0.432794029334781,0.233163338780673,0.638545529460239,0.261934147477282,0.749492483380825,0.190993403759361,0.703254688445251,0.0324748756937933,1,0.00405210560334112,0.0126573302605921,0.0061373225930188,0.738581683810231,0.794467390605155,0.119598043795996,0.305641428043276,0.174337321084544,0.0143772543617666
0.63036987078324,0.192493629117594,0.581029963832807,0.446550491260125,0.68198815542686,0.164863183238425,0.128728718347593,0.0091056953867655,0,0.00365435290608064,0.00602730012409147,0.010858339972264,0.85737112882531,0.716987821497652,0.0250423258425522,0.43274040733625,0.205321357445385,0.0593227596705109
0.387665564271159,0.137576935840362,0.502087339193334,0.633809537139062,0.589335518439351,0.19676680508402,0.871292023161352,0.0968654263175685,1,0.00300800477303237,0.00294274064882113,0.00932400932400933,0.961551833283694,0.6556136149104,0.20469163212735,0.571536945670895,0.280402767565039,0.0551122722921223
0.10149847423682,0.165539630958419,0.482092375131621,0.167027170082118,0.565868017133828,0.385688457255188,0.206236280356063,0.0411476414569628,0,0.00380351016755332,0.0141109732316965,0.00200643238617922,0.530267838234811,0.76007108738872,0.0666288055754386,0.329487876831988,0.38629169459753,0.0803040299977122
0.43856138914617,0.203231461827927,0.474579956965618,0.0717346660932542,0.557050912858263,0.334372590658858,0.0771722409471956,0.306532212240312,0,0.00477303236712574,0.040631093777699,0.00714053878610841,0.439506790799438,0.718163635629263,0.315468756027414,0.281718842919767,0.367327224821883,0.343755415393609
0.284607285147506,0.171376423665245,0.469894531428833,0.285299858258539,0.551551766695156,0.0922143620402808,0.281455362544292,0.499929777784268,0,0.00405210560334112,0.00847367488034037,0.00548818270337258,0.625880346487617,0.552572803987596,0.533799810551672,0.399095006485307,0.254546458727479,0.501044781460346
0.641130106846496,0.23167252099104,0.46902468754292,0.176783664869239,0.550530856506707,0.512376405026308,0.0332624665111053,0.682528583877752,0,0.00551881867448914,0.0187200850912959,0.00917647753090791,0.528607651129686,0.830474828452308,0.685252604914513,0.341012585816281,0.457041339122016,0.700851948214865
0.91826072167862,0.340096486779245,0.465387938927803,0.0539482758181943,0.546262511606976,0.127294369073866,0.0126488635381557,0.358830797960592,1,0.00820364938099736,0.0906576848076582,0.00894042666194565,0.416400066588678,0.571138998882528,0.359660364580878,0.276537456676025,0.274809375240278,0.400219450344836
0.490932817789056,0.207845733856779,0.442442945108273,0.148785273138594,0.519332647129446,0.144770123493528,0.053039495289949,0.563845308404375,0,0.00524536369512256,0.0199609998227265,0.00781918503437491,0.48264674140151,0.558743584258452,0.569263937524913,0.338663334044396,0.300572551117541,0.587446217979569
0.238670989546556,0.0585507573053828,0.408288696607609,0.0298751300993208,0.479246810075443,0.0950954268168968,0.162108720076052,0.0188745290064995,1,0.00154129170188435,0.0280801276369438,0.0135139122480895,0.349776282426591,0.490067661670703,0.0389299169770562,0.290935454907741,0.302562997408521,0.0645854668225094
0.337632036663891,0.0986879425963146,0.384996051366571,0.055562906997753,0.451908917348253,0.0809155383623469,0.0204234724742892,0.00179829001388553,0,0.00280912842440213,0.0254210246410211,0.0113304417101885,0.354201938092914,0.456302647975311,0.00432130779352704,0.315950699322524,0.313382664923853,0.0650788079238542
0.265824599898792,0.350430151961981,0.384757130430802,0.16629683257458,0.451628502872149,0.437975950548484,0.40806499006136,0.0118647627498418,0,0.0102421319544573,0.0301719553270697,0.00247853412410374,0.452570855222851,0.692991339964367,0.0624300819942651,0.375760248739464,0.485087355467934,0.029416317568532
0.483105170532276,0.199179768456775,0.376213203314563,0.143010008423056,0.441600746876401,0.17751461948754,0.203588281047446,0.0061245797941265,0,0.00591657137174961,0.0198900904095019,0.00802572954471689,0.425081508845083,0.511220348465832,0.0313489835368546,0.367302942360679,0.366434881109279,0.0478251377193649
0.298967605356303,0.20094890145325,0.361659055532665,0.0703236133130094,0.424518971634481,0.422332986162773,0.0177789300838303,0.722751095960483,1,0.00621488589469497,0.040985640843822,0.00492756188958721,0.34886691663845,0.65845890559529,0.723473162201201,0.335096586828688,0.495056913985214,0.740307174192832
0.329344479004882,0.217245837794516,0.357351325367395,0.109612972015604,0.419463115421621,0.311375922594491,0.120947195575145,0.734997678586691,0,0.00681151494058569,0.0283992199964545,0.00501608096544805,0.380426326082944,0.580325607765759,0.74848634214711,0.358342175894139,0.445016357829829,0.739772419779802
0.162782994264042,0.0928711860798567,0.346598452593508,0.0541912975323753,0.406842784868365,0.0542848511900736,0.100299023420621,0.155338842591857,0,0.00293342614229603,0.0245346569757135,0.0057832462895754,0.322587038083514,0.39848131487734,0.167451748539491,0.333620502211726,0.329654942382103,0.19952571706345
0.318315799770295,0.102964730043641,0.346536934029208,0.0573276772468057,0.40677058233859,0.0854107208072392,0.0545536254429176,0.178520334163258,0,0.00328145975239895,0.0257046622939195,0.0102387064412381,0.325329857434547,0.419071525701113,0.184913998174095,0.335340771830379,0.344653680755373,0.226547701902962
0.154048031319482,0.0665364314292691,0.34401038090006,0.0299056668592179,0.40380524123201,0.0400215516269675,0.00817215452424164,0.194492344919498,0,0.00208820166061751,0.0318737812444602,0.0076716532412735,0.298923143302685,0.386310292263113,0.195102632131637,0.32176929867461,0.32476221314236,0.246894504212297
